state,indicator_id,indicator_name,sub_indicator_id,question_number,question,response_type,selected_answer,points,link_to_source
Kano,grievance_redress_mechanisms,Grievance Redress Mechanisms,accessibility_and_channels,2,"How accessible is the state's Grievance Redress Mechanism?",multi_choice,,,
Kano,grievance_redress_mechanisms,Grievance Redress Mechanisms,centralized_grm,1,"Does the state have a centralized Grievance Redress Mechanism?",multi_choice,,,
Kano,infrastructure,Infrastructure,airport_cargo_functional,2,"Airport/Cargo Airport (Functional)",yes_no,,,
Kano,infrastructure,Infrastructure,railway,3,"Rail Line (Functional)",yes_no,,,
Kano,infrastructure,Infrastructure,renewable_energy_evs_cng,1,"Renewable Energy (Launch of State's EVs and CNG Transport Solutions)",yes_no,,,
Kano,interstate_trade,Interstate Trade,haulage_fees,1,"Elimination of haulage fees via law/executive order and enforcement",yes_no,,,
Kano,interstate_trade,Interstate Trade,state_owned_transport_assets,2,"""Presence of state owned airports, air carriers, rail, seaport and dry port (0, 1.5, 3 points)""",points_scale,,,
Kano,investor_aftercare_service,Investor Aftercare Service,designated_desk,1,"Does the state have a designated investor aftercare desk/department?",yes_no,,,
Kano,land_registration,Land Registration,certificate_time,2,"Days for CofO",time_band,,,
Kano,land_registration,Land Registration,gis_functionality,4,"Availability of GIS",yes_no_variant,,,
Kano,land_registration,Land Registration,procedures_availability,3,"Procedure/fees publicly available",multi_choice,,,
Kano,land_registration,Land Registration,process_automation,1,"Process type",multi_choice,,,
Kano,market_access,Market Access and Competition,one_stop_shop,1,"Does the State have a one stop shop?",yes_no,,,
Kano,market_access,Market Access and Competition,public_incentives,2,"Does the state have public incentives?",yes_no,,,
Kano,paying_taxes,Paying Taxes,tax_filing_burden,2,"How burdensome is the tax filing process for taxpayers in the state?",multi_choice,,,
Kano,paying_taxes,Paying Taxes,tax_incentive_transparency,3,"How transparent and accessible is the state's tax incentive and exemption framework?",multi_choice,,,
Kano,paying_taxes,Paying Taxes,tax_payment_transparency,1,"How does the state facilitate tax payment collection and provide transaction transparency to taxpayers?",multi_choice,,,
Kano,small_claims_courts,Small Claims Courts,compliance_reporting,2,"Compliance with publishing report",multi_choice,,,
Kano,small_claims_courts,Small Claims Courts,number_of_courts,1,"Number of SCCs established and actively sitting in main city",count_band,,,
Kano,workforce_development,Workforce Development and Social Infrastructure,gender_inclusivity,2,"Does the state meet the gender inclusivity benchmark?",yes_no,,,
Kano,workforce_development,Workforce Development and Social Infrastructure,social_security_systems,1,"Does the state operate social security systems for vulnerable populations?",yes_no,,,
Katsina,access_to_electricity,Access to Electricity,band_a_shares,1,"Band A Share of Feeders",percentage_band,,,
Katsina,access_to_electricity,Access to Electricity,state_owned_electricity_regulator,2,"State Owned Electricity Regulation",yes_no_transition,,,
Katsina,access_to_skilled_labour,Access to Skilled Labour,accredited_institutions,2,"How many accredited tertiary and technical institutions are available in the state?",count_band,,,
Katsina,access_to_skilled_labour,Access to Skilled Labour,education_investment,1,"Post-secondary graduates relative to population",tier_band,,,
Katsina,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,alternative_dispute_resolution,2,"Does the state have ADR?",yes_no,,,
Katsina,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,commercial_court,1,"Does the state have a commercial court?",yes_no,,,
Katsina,crisis_resilience,Crisis Resilience and Business Continuity,emergency_agency,1,"Does the state have a functional emergency management agency?",yes_no,,,
Katsina,crisis_resilience,Crisis Resilience and Business Continuity,sema_funding,2,"Is the SEMA or equivalent agency visibly funded in the current state budget?",yes_no,,,
Katsina,digital_connectivity,Digital Connectivity,coverage_5g,3,"5G coverage",yes_no,,,
Katsina,digital_connectivity,Digital Connectivity,gov_services_online,2,"Availability of government services online",yes_partial_no,,,
Katsina,digital_connectivity,Digital Connectivity,right_of_way,1,"Right of Way (RoW) fees",multi_choice,,,
Katsina,export_import_facilitation,Export-Import Facilitation,StateChamberOfCommerce,2,"Have state chamber of commerce",yes_no,,,
Katsina,export_import_facilitation,Export-Import Facilitation,totalExporters_perState,1,"Total number of exporters per state",count_band,,,
Katsina,getting_credit,Getting Credit,boi_collaboration,1,"Does the state collaborate with BOI or any federal Agency to create access to credit?",yes_no,,,
Katsina,getting_credit,Getting Credit,microfinance_banks,2,"Have owned microfinance banks or cooperatives?",yes_no,,,
Katsina,grievance_redress_mechanisms,Grievance Redress Mechanisms,accessibility_and_channels,2,"How accessible is the state's Grievance Redress Mechanism?",multi_choice,,,
Katsina,grievance_redress_mechanisms,Grievance Redress Mechanisms,centralized_grm,1,"Does the state have a centralized Grievance Redress Mechanism?",multi_choice,,,
Katsina,infrastructure,Infrastructure,airport_cargo_functional,2,"Airport/Cargo Airport (Functional)",yes_no,,,
Katsina,infrastructure,Infrastructure,railway,3,"Rail Line (Functional)",yes_no,,,
Katsina,infrastructure,Infrastructure,renewable_energy_evs_cng,1,"Renewable Energy (Launch of State's EVs and CNG Transport Solutions)",yes_no,,,
Katsina,interstate_trade,Interstate Trade,haulage_fees,1,"Elimination of haulage fees via law/executive order and enforcement",yes_no,,,
Katsina,interstate_trade,Interstate Trade,state_owned_transport_assets,2,"""Presence of state owned airports, air carriers, rail, seaport and dry port (0, 1.5, 3 points)""",points_scale,,,
Katsina,investor_aftercare_service,Investor Aftercare Service,designated_desk,1,"Does the state have a designated investor aftercare desk/department?",yes_no,,,
Katsina,land_registration,Land Registration,certificate_time,2,"Days for CofO",time_band,,,
Katsina,land_registration,Land Registration,gis_functionality,4,"Availability of GIS",yes_no_variant,,,
Katsina,land_registration,Land Registration,procedures_availability,3,"Procedure/fees publicly available",multi_choice,,,
Katsina,land_registration,Land Registration,process_automation,1,"Process type",multi_choice,,,
Katsina,market_access,Market Access and Competition,one_stop_shop,1,"Does the State have a one stop shop?",yes_no,,,
Katsina,market_access,Market Access and Competition,public_incentives,2,"Does the state have public incentives?",yes_no,,,
Katsina,paying_taxes,Paying Taxes,tax_filing_burden,2,"How burdensome is the tax filing process for taxpayers in the state?",multi_choice,,,
Katsina,paying_taxes,Paying Taxes,tax_incentive_transparency,3,"How transparent and accessible is the state's tax incentive and exemption framework?",multi_choice,,,
Katsina,paying_taxes,Paying Taxes,tax_payment_transparency,1,"How does the state facilitate tax payment collection and provide transaction transparency to taxpayers?",multi_choice,,,
Katsina,small_claims_courts,Small Claims Courts,compliance_reporting,2,"Compliance with publishing report",multi_choice,,,
Katsina,small_claims_courts,Small Claims Courts,number_of_courts,1,"Number of SCCs established and actively sitting in main city",count_band,,,
Katsina,workforce_development,Workforce Development and Social Infrastructure,gender_inclusivity,2,"Does the state meet the gender inclusivity benchmark?",yes_no,,,
Katsina,workforce_development,Workforce Development and Social Infrastructure,social_security_systems,1,"Does the state operate social security systems for vulnerable populations?",yes_no,,,
Kebbi,access_to_electricity,Access to Electricity,band_a_shares,1,"Band A Share of Feeders",percentage_band,,,
Kebbi,access_to_electricity,Access to Electricity,state_owned_electricity_regulator,2,"State Owned Electricity Regulation",yes_no_transition,,,
Kebbi,access_to_skilled_labour,Access to Skilled Labour,accredited_institutions,2,"How many accredited tertiary and technical institutions are available in the state?",count_band,,,
Kebbi,access_to_skilled_labour,Access to Skilled Labour,education_investment,1,"Post-secondary graduates relative to population",tier_band,,,
Kebbi,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,alternative_dispute_resolution,2,"Does the state have ADR?",yes_no,,,
Kebbi,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,commercial_court,1,"Does the state have a commercial court?",yes_no,,,
Kebbi,crisis_resilience,Crisis Resilience and Business Continuity,emergency_agency,1,"Does the state have a functional emergency management agency?",yes_no,,,
Kebbi,crisis_resilience,Crisis Resilience and Business Continuity,sema_funding,2,"Is the SEMA or equivalent agency visibly funded in the current state budget?",yes_no,,,
Kebbi,digital_connectivity,Digital Connectivity,coverage_5g,3,"5G coverage",yes_no,,,
Kebbi,digital_connectivity,Digital Connectivity,gov_services_online,2,"Availability of government services online",yes_partial_no,,,
Kebbi,digital_connectivity,Digital Connectivity,right_of_way,1,"Right of Way (RoW) fees",multi_choice,,,
Kebbi,export_import_facilitation,Export-Import Facilitation,StateChamberOfCommerce,2,"Have state chamber of commerce",yes_no,,,
Kebbi,export_import_facilitation,Export-Import Facilitation,totalExporters_perState,1,"Total number of exporters per state",count_band,,,
Kebbi,getting_credit,Getting Credit,boi_collaboration,1,"Does the state collaborate with BOI or any federal Agency to create access to credit?",yes_no,,,
Kebbi,getting_credit,Getting Credit,microfinance_banks,2,"Have owned microfinance banks or cooperatives?",yes_no,,,
Kebbi,grievance_redress_mechanisms,Grievance Redress Mechanisms,accessibility_and_channels,2,"How accessible is the state's Grievance Redress Mechanism?",multi_choice,,,
Kebbi,grievance_redress_mechanisms,Grievance Redress Mechanisms,centralized_grm,1,"Does the state have a centralized Grievance Redress Mechanism?",multi_choice,,,
Kebbi,infrastructure,Infrastructure,airport_cargo_functional,2,"Airport/Cargo Airport (Functional)",yes_no,,,
Kebbi,infrastructure,Infrastructure,railway,3,"Rail Line (Functional)",yes_no,,,
Kebbi,infrastructure,Infrastructure,renewable_energy_evs_cng,1,"Renewable Energy (Launch of State's EVs and CNG Transport Solutions)",yes_no,,,
Kebbi,interstate_trade,Interstate Trade,haulage_fees,1,"Elimination of haulage fees via law/executive order and enforcement",yes_no,,,
Kebbi,interstate_trade,Interstate Trade,state_owned_transport_assets,2,"""Presence of state owned airports, air carriers, rail, seaport and dry port (0, 1.5, 3 points)""",points_scale,,,
Kebbi,investor_aftercare_service,Investor Aftercare Service,designated_desk,1,"Does the state have a designated investor aftercare desk/department?",yes_no,,,
Kebbi,land_registration,Land Registration,certificate_time,2,"Days for CofO",time_band,,,
Kebbi,land_registration,Land Registration,gis_functionality,4,"Availability of GIS",yes_no_variant,,,
Kebbi,land_registration,Land Registration,procedures_availability,3,"Procedure/fees publicly available",multi_choice,,,
Kebbi,land_registration,Land Registration,process_automation,1,"Process type",multi_choice,,,
Kebbi,market_access,Market Access and Competition,one_stop_shop,1,"Does the State have a one stop shop?",yes_no,,,
Kebbi,market_access,Market Access and Competition,public_incentives,2,"Does the state have public incentives?",yes_no,,,
Kebbi,paying_taxes,Paying Taxes,tax_filing_burden,2,"How burdensome is the tax filing process for taxpayers in the state?",multi_choice,,,
Kebbi,paying_taxes,Paying Taxes,tax_incentive_transparency,3,"How transparent and accessible is the state's tax incentive and exemption framework?",multi_choice,,,
Kebbi,paying_taxes,Paying Taxes,tax_payment_transparency,1,"How does the state facilitate tax payment collection and provide transaction transparency to taxpayers?",multi_choice,,,
Kebbi,small_claims_courts,Small Claims Courts,compliance_reporting,2,"Compliance with publishing report",multi_choice,,,
Kebbi,small_claims_courts,Small Claims Courts,number_of_courts,1,"Number of SCCs established and actively sitting in main city",count_band,,,
Kebbi,workforce_development,Workforce Development and Social Infrastructure,gender_inclusivity,2,"Does the state meet the gender inclusivity benchmark?",yes_no,,,
Kebbi,workforce_development,Workforce Development and Social Infrastructure,social_security_systems,1,"Does the state operate social security systems for vulnerable populations?",yes_no,,,
Kogi,access_to_electricity,Access to Electricity,band_a_shares,1,"Band A Share of Feeders",percentage_band,,,
Kogi,access_to_electricity,Access to Electricity,state_owned_electricity_regulator,2,"State Owned Electricity Regulation",yes_no_transition,,,
Kogi,access_to_skilled_labour,Access to Skilled Labour,accredited_institutions,2,"How many accredited tertiary and technical institutions are available in the state?",count_band,,,
Kogi,access_to_skilled_labour,Access to Skilled Labour,education_investment,1,"Post-secondary graduates relative to population",tier_band,,,
Kogi,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,alternative_dispute_resolution,2,"Does the state have ADR?",yes_no,,,
Kogi,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,commercial_court,1,"Does the state have a commercial court?",yes_no,,,
Kogi,crisis_resilience,Crisis Resilience and Business Continuity,emergency_agency,1,"Does the state have a functional emergency management agency?",yes_no,,,
Kogi,crisis_resilience,Crisis Resilience and Business Continuity,sema_funding,2,"Is the SEMA or equivalent agency visibly funded in the current state budget?",yes_no,,,
Kogi,digital_connectivity,Digital Connectivity,coverage_5g,3,"5G coverage",yes_no,,,
Kogi,digital_connectivity,Digital Connectivity,gov_services_online,2,"Availability of government services online",yes_partial_no,,,
Kogi,digital_connectivity,Digital Connectivity,right_of_way,1,"Right of Way (RoW) fees",multi_choice,,,
Kogi,export_import_facilitation,Export-Import Facilitation,StateChamberOfCommerce,2,"Have state chamber of commerce",yes_no,,,
Kogi,export_import_facilitation,Export-Import Facilitation,totalExporters_perState,1,"Total number of exporters per state",count_band,,,
Kogi,getting_credit,Getting Credit,boi_collaboration,1,"Does the state collaborate with BOI or any federal Agency to create access to credit?",yes_no,,,
Kogi,getting_credit,Getting Credit,microfinance_banks,2,"Have owned microfinance banks or cooperatives?",yes_no,,,
Kogi,grievance_redress_mechanisms,Grievance Redress Mechanisms,accessibility_and_channels,2,"How accessible is the state's Grievance Redress Mechanism?",multi_choice,,,
Kogi,grievance_redress_mechanisms,Grievance Redress Mechanisms,centralized_grm,1,"Does the state have a centralized Grievance Redress Mechanism?",multi_choice,,,
Kogi,infrastructure,Infrastructure,airport_cargo_functional,2,"Airport/Cargo Airport (Functional)",yes_no,,,
Kogi,infrastructure,Infrastructure,railway,3,"Rail Line (Functional)",yes_no,,,
Kogi,infrastructure,Infrastructure,renewable_energy_evs_cng,1,"Renewable Energy (Launch of State's EVs and CNG Transport Solutions)",yes_no,,,
Kogi,interstate_trade,Interstate Trade,haulage_fees,1,"Elimination of haulage fees via law/executive order and enforcement",yes_no,,,
Kogi,interstate_trade,Interstate Trade,state_owned_transport_assets,2,"""Presence of state owned airports, air carriers, rail, seaport and dry port (0, 1.5, 3 points)""",points_scale,,,
Kogi,investor_aftercare_service,Investor Aftercare Service,designated_desk,1,"Does the state have a designated investor aftercare desk/department?",yes_no,,,
Kogi,land_registration,Land Registration,certificate_time,2,"Days for CofO",time_band,,,
Kogi,land_registration,Land Registration,gis_functionality,4,"Availability of GIS",yes_no_variant,,,
Kogi,land_registration,Land Registration,procedures_availability,3,"Procedure/fees publicly available",multi_choice,,,
Kogi,land_registration,Land Registration,process_automation,1,"Process type",multi_choice,,,
Kogi,market_access,Market Access and Competition,one_stop_shop,1,"Does the State have a one stop shop?",yes_no,,,
Kogi,market_access,Market Access and Competition,public_incentives,2,"Does the state have public incentives?",yes_no,,,
Kogi,paying_taxes,Paying Taxes,tax_filing_burden,2,"How burdensome is the tax filing process for taxpayers in the state?",multi_choice,,,
Kogi,paying_taxes,Paying Taxes,tax_incentive_transparency,3,"How transparent and accessible is the state's tax incentive and exemption framework?",multi_choice,,,
Kogi,paying_taxes,Paying Taxes,tax_payment_transparency,1,"How does the state facilitate tax payment collection and provide transaction transparency to taxpayers?",multi_choice,,,
Kogi,small_claims_courts,Small Claims Courts,compliance_reporting,2,"Compliance with publishing report",multi_choice,,,
Kogi,small_claims_courts,Small Claims Courts,number_of_courts,1,"Number of SCCs established and actively sitting in main city",count_band,,,
Kogi,workforce_development,Workforce Development and Social Infrastructure,gender_inclusivity,2,"Does the state meet the gender inclusivity benchmark?",yes_no,,,
Kogi,workforce_development,Workforce Development and Social Infrastructure,social_security_systems,1,"Does the state operate social security systems for vulnerable populations?",yes_no,,,
Kwara,access_to_electricity,Access to Electricity,band_a_shares,1,"Band A Share of Feeders",percentage_band,,,
Kwara,access_to_electricity,Access to Electricity,state_owned_electricity_regulator,2,"State Owned Electricity Regulation",yes_no_transition,,,
Kwara,access_to_skilled_labour,Access to Skilled Labour,accredited_institutions,2,"How many accredited tertiary and technical institutions are available in the state?",count_band,,,
Kwara,access_to_skilled_labour,Access to Skilled Labour,education_investment,1,"Post-secondary graduates relative to population",tier_band,,,
Kwara,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,alternative_dispute_resolution,2,"Does the state have ADR?",yes_no,,,
Kwara,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,commercial_court,1,"Does the state have a commercial court?",yes_no,,,
Kwara,crisis_resilience,Crisis Resilience and Business Continuity,emergency_agency,1,"Does the state have a functional emergency management agency?",yes_no,,,
Kwara,crisis_resilience,Crisis Resilience and Business Continuity,sema_funding,2,"Is the SEMA or equivalent agency visibly funded in the current state budget?",yes_no,,,
Kwara,digital_connectivity,Digital Connectivity,coverage_5g,3,"5G coverage",yes_no,,,
Kwara,digital_connectivity,Digital Connectivity,gov_services_online,2,"Availability of government services online",yes_partial_no,,,
Kwara,digital_connectivity,Digital Connectivity,right_of_way,1,"Right of Way (RoW) fees",multi_choice,,,
Kwara,export_import_facilitation,Export-Import Facilitation,StateChamberOfCommerce,2,"Have state chamber of commerce",yes_no,,,
Kwara,export_import_facilitation,Export-Import Facilitation,totalExporters_perState,1,"Total number of exporters per state",count_band,,,
Kwara,getting_credit,Getting Credit,boi_collaboration,1,"Does the state collaborate with BOI or any federal Agency to create access to credit?",yes_no,,,
Kwara,getting_credit,Getting Credit,microfinance_banks,2,"Have owned microfinance banks or cooperatives?",yes_no,,,
Kwara,grievance_redress_mechanisms,Grievance Redress Mechanisms,accessibility_and_channels,2,"How accessible is the state's Grievance Redress Mechanism?",multi_choice,,,
Kwara,grievance_redress_mechanisms,Grievance Redress Mechanisms,centralized_grm,1,"Does the state have a centralized Grievance Redress Mechanism?",multi_choice,,,
Kwara,infrastructure,Infrastructure,airport_cargo_functional,2,"Airport/Cargo Airport (Functional)",yes_no,,,
Kwara,infrastructure,Infrastructure,railway,3,"Rail Line (Functional)",yes_no,,,
Kwara,infrastructure,Infrastructure,renewable_energy_evs_cng,1,"Renewable Energy (Launch of State's EVs and CNG Transport Solutions)",yes_no,,,
Kwara,interstate_trade,Interstate Trade,haulage_fees,1,"Elimination of haulage fees via law/executive order and enforcement",yes_no,,,
Kwara,interstate_trade,Interstate Trade,state_owned_transport_assets,2,"""Presence of state owned airports, air carriers, rail, seaport and dry port (0, 1.5, 3 points)""",points_scale,,,
Kwara,investor_aftercare_service,Investor Aftercare Service,designated_desk,1,"Does the state have a designated investor aftercare desk/department?",yes_no,,,
Kwara,land_registration,Land Registration,certificate_time,2,"Days for CofO",time_band,,,
Kwara,land_registration,Land Registration,gis_functionality,4,"Availability of GIS",yes_no_variant,,,
Kwara,land_registration,Land Registration,procedures_availability,3,"Procedure/fees publicly available",multi_choice,,,
Kwara,land_registration,Land Registration,process_automation,1,"Process type",multi_choice,,,
Kwara,market_access,Market Access and Competition,one_stop_shop,1,"Does the State have a one stop shop?",yes_no,,,
Kwara,market_access,Market Access and Competition,public_incentives,2,"Does the state have public incentives?",yes_no,,,
Kwara,paying_taxes,Paying Taxes,tax_filing_burden,2,"How burdensome is the tax filing process for taxpayers in the state?",multi_choice,,,
Kwara,paying_taxes,Paying Taxes,tax_incentive_transparency,3,"How transparent and accessible is the state's tax incentive and exemption framework?",multi_choice,,,
Kwara,paying_taxes,Paying Taxes,tax_payment_transparency,1,"How does the state facilitate tax payment collection and provide transaction transparency to taxpayers?",multi_choice,,,
Kwara,small_claims_courts,Small Claims Courts,compliance_reporting,2,"Compliance with publishing report",multi_choice,,,
Kwara,small_claims_courts,Small Claims Courts,number_of_courts,1,"Number of SCCs established and actively sitting in main city",count_band,,,
Kwara,workforce_development,Workforce Development and Social Infrastructure,gender_inclusivity,2,"Does the state meet the gender inclusivity benchmark?",yes_no,,,
Kwara,workforce_development,Workforce Development and Social Infrastructure,social_security_systems,1,"Does the state operate social security systems for vulnerable populations?",yes_no,,,
Lagos,access_to_electricity,Access to Electricity,band_a_shares,1,"Band A Share of Feeders",percentage_band,,,
Lagos,access_to_electricity,Access to Electricity,state_owned_electricity_regulator,2,"State Owned Electricity Regulation",yes_no_transition,,,
Lagos,access_to_skilled_labour,Access to Skilled Labour,accredited_institutions,2,"How many accredited tertiary and technical institutions are available in the state?",count_band,,,
Lagos,access_to_skilled_labour,Access to Skilled Labour,education_investment,1,"Post-secondary graduates relative to population",tier_band,,,
Lagos,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,alternative_dispute_resolution,2,"Does the state have ADR?",yes_no,,,
Lagos,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,commercial_court,1,"Does the state have a commercial court?",yes_no,,,
Lagos,crisis_resilience,Crisis Resilience and Business Continuity,emergency_agency,1,"Does the state have a functional emergency management agency?",yes_no,,,
Lagos,crisis_resilience,Crisis Resilience and Business Continuity,sema_funding,2,"Is the SEMA or equivalent agency visibly funded in the current state budget?",yes_no,,,
Lagos,digital_connectivity,Digital Connectivity,coverage_5g,3,"5G coverage",yes_no,,,
Lagos,digital_connectivity,Digital Connectivity,gov_services_online,2,"Availability of government services online",yes_partial_no,,,
Lagos,digital_connectivity,Digital Connectivity,right_of_way,1,"Right of Way (RoW) fees",multi_choice,,,
Lagos,export_import_facilitation,Export-Import Facilitation,StateChamberOfCommerce,2,"Have state chamber of commerce",yes_no,,,
Lagos,export_import_facilitation,Export-Import Facilitation,totalExporters_perState,1,"Total number of exporters per state",count_band,,,
Lagos,getting_credit,Getting Credit,boi_collaboration,1,"Does the state collaborate with BOI or any federal Agency to create access to credit?",yes_no,,,
Lagos,getting_credit,Getting Credit,microfinance_banks,2,"Have owned microfinance banks or cooperatives?",yes_no,,,
Lagos,grievance_redress_mechanisms,Grievance Redress Mechanisms,accessibility_and_channels,2,"How accessible is the state's Grievance Redress Mechanism?",multi_choice,,,
Lagos,grievance_redress_mechanisms,Grievance Redress Mechanisms,centralized_grm,1,"Does the state have a centralized Grievance Redress Mechanism?",multi_choice,,,
Lagos,infrastructure,Infrastructure,airport_cargo_functional,2,"Airport/Cargo Airport (Functional)",yes_no,,,
Lagos,infrastructure,Infrastructure,railway,3,"Rail Line (Functional)",yes_no,,,
Lagos,infrastructure,Infrastructure,renewable_energy_evs_cng,1,"Renewable Energy (Launch of State's EVs and CNG Transport Solutions)",yes_no,,,
Lagos,interstate_trade,Interstate Trade,haulage_fees,1,"Elimination of haulage fees via law/executive order and enforcement",yes_no,,,
Lagos,interstate_trade,Interstate Trade,state_owned_transport_assets,2,"""Presence of state owned airports, air carriers, rail, seaport and dry port (0, 1.5, 3 points)""",points_scale,,,
Lagos,investor_aftercare_service,Investor Aftercare Service,designated_desk,1,"Does the state have a designated investor aftercare desk/department?",yes_no,,,
Lagos,land_registration,Land Registration,certificate_time,2,"Days for CofO",time_band,,,
Lagos,land_registration,Land Registration,gis_functionality,4,"Availability of GIS",yes_no_variant,,,
Lagos,land_registration,Land Registration,procedures_availability,3,"Procedure/fees publicly available",multi_choice,,,
Lagos,land_registration,Land Registration,process_automation,1,"Process type",multi_choice,,,
Lagos,market_access,Market Access and Competition,one_stop_shop,1,"Does the State have a one stop shop?",yes_no,,,
Lagos,market_access,Market Access and Competition,public_incentives,2,"Does the state have public incentives?",yes_no,,,
Lagos,paying_taxes,Paying Taxes,tax_filing_burden,2,"How burdensome is the tax filing process for taxpayers in the state?",multi_choice,,,
Lagos,paying_taxes,Paying Taxes,tax_incentive_transparency,3,"How transparent and accessible is the state's tax incentive and exemption framework?",multi_choice,,,
Lagos,paying_taxes,Paying Taxes,tax_payment_transparency,1,"How does the state facilitate tax payment collection and provide transaction transparency to taxpayers?",multi_choice,,,
Lagos,small_claims_courts,Small Claims Courts,compliance_reporting,2,"Compliance with publishing report",multi_choice,,,
Lagos,small_claims_courts,Small Claims Courts,number_of_courts,1,"Number of SCCs established and actively sitting in main city",count_band,,,
Lagos,workforce_development,Workforce Development and Social Infrastructure,gender_inclusivity,2,"Does the state meet the gender inclusivity benchmark?",yes_no,,,
Lagos,workforce_development,Workforce Development and Social Infrastructure,social_security_systems,1,"Does the state operate social security systems for vulnerable populations?",yes_no,,,
Nasarawa,access_to_electricity,Access to Electricity,band_a_shares,1,"Band A Share of Feeders",percentage_band,,,
Nasarawa,access_to_electricity,Access to Electricity,state_owned_electricity_regulator,2,"State Owned Electricity Regulation",yes_no_transition,,,
Nasarawa,access_to_skilled_labour,Access to Skilled Labour,accredited_institutions,2,"How many accredited tertiary and technical institutions are available in the state?",count_band,,,
Nasarawa,access_to_skilled_labour,Access to Skilled Labour,education_investment,1,"Post-secondary graduates relative to population",tier_band,,,
Nasarawa,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,alternative_dispute_resolution,2,"Does the state have ADR?",yes_no,,,
Nasarawa,contract_enforcement,Contract Enforcement and Commercial Dispute Resolution,commercial_court,1,"Does the state have a commercial court?",yes_no,,,
Nasarawa,crisis_resilience,Crisis Resilience and Business Continuity,emergency_agency,1,"Does the state have a functional emergency management agency?",yes_no,,,
Nasarawa,crisis_resilience,Crisis Resilience and Business Continuity,sema_funding,2,"Is the SEMA or equivalent agency visibly funded in the current state budget?",yes_no,,,
Nasarawa,digital_connectivity,Digital Connectivity,coverage_5g,3,"5G coverage",yes_no,,,
Nasarawa,digital_connectivity,Digital Connectivity,gov_services_online,2,"Availability of government services online",yes_partial_no,,,
Nasarawa,digital_connectivity,Digital Connectivity,right_of_way,1,"Right of Way (RoW) fees",multi_choice,,,
Nasarawa,export_import_facilitation,Export-Import Facilitation,StateChamberOfCommerce,2,"Have state chamber of commerce",yes_no,,,
Nasarawa,export_import_facilitation,Export-Import Facilitation,totalExporters_perState,1,"Total number of exporters per state",count_band,,,
Nasarawa,getting_credit,Getting Credit,boi_collaboration,1,"Does the state collaborate with BOI or any federal Agency to create access to credit?",yes_no,,,
Nasarawa,getting_credit,Getting Credit,microfinance_banks,2,"Have owned microfinance banks or cooperatives?",yes_no,,,
Nasarawa,grievance_redress_mechanisms,Grievance Redress Mechanisms,accessibility_and_channels,2,"How accessible is the state's Grievance Redress Mechanism?",multi_choice,,,
Nasarawa,grievance_redress_mechanisms,Grievance Redress Mechanisms,centralized_grm,1,"Does the state have a centralized Grievance Redress Mechanism?",multi_choice,,,
Nasarawa,infrastructure,Infrastructure,airport_cargo_functional,2,"Airport/Cargo Airport (Functional)",yes_no,,,
Nasarawa,infrastructure,Infrastructure,railway,3,"Rail Line (Functional)",yes_no,,,
Nasarawa,infrastructure,Infrastructure,renewable_energy_evs_cng,1,"Renewable Energy (Launch of State's EVs and CNG Transport Solutions)",yes_no,,,
Nasarawa,interstate_trade,Interstate Trade,haulage_fees,1,"Elimination of haulage fees via law/executive order and enforcement",yes_no,,,
Nasarawa,interstate_trade,Interstate Trade,state_owned_transport_assets,2,"""Presence of state owned airports, air carriers, rail, seaport and dry port (0, 1.5, 3 points)""",points_scale,,,
Nasarawa,investor_aftercare_service,Investor Aftercare Service,designated_desk,1,"Does the state have a designated investor aftercare desk/department?",yes_no,,,
Nasarawa,land_registration,Land Registration,certificate_time,2,"Days for CofO",time_band,,,
Nasarawa,land_registration,Land Registration,gis_functionality,4,"Availability of GIS",yes_no_variant,,,
Nasarawa,land_registration,Land Registration,procedures_availability,3,"Procedure/fees publicly available",multi_choice,,,
Nasarawa,land_registration,Land Registration,process_automation,1,"Process type",multi_choice,,,
Nasarawa,market_access,Market Access and Competition,one_stop_shop,1,"Does the State have a one stop shop?",yes_no,,,
Nasarawa,market_access,Market Access and Competition,public_incentives,2,"Does the state have public incentives?",yes_no,,,
Nasarawa,paying_taxes,Paying Taxes,tax_filing_burden,2,"How burdensome is the tax filing process for taxpayers in the state?",multi_choice,,,
Nasarawa,paying_taxes,Paying Taxes,tax_incentive_transparency,3,"How transparent and accessible is the state's tax incentive and exemption framework?",multi_choice,,,
Nasarawa,paying_taxes,Paying Taxes,tax_payment_transparency,1,"How does the state facilitate tax payment collection and provide transaction transparency to taxpayers?",multi_choice,,,
Nasarawa,small_claims_courts,Small Claims Courts,compliance_reporting,2,"Compliance with publishing report",multi_choice,,,
Nasarawa,small_claims_courts,Small Claims Courts,number_of_courts,1,"Number of SCCs established and actively sitting in main city",count_band,,,
